KodePelanggan,NamaPelanggan,INV,KodeBarang,NamaBarang,Tanggal,Termin,Kuantitas,Satuan,Harga,Penjualan,KategoriPelanggan,Lokasi
C004,PT Makmur Bersama,INV20200304530,B001,Laptop Lenovo,3/4/2020,N30,20,Unit,484379,9687580,Retail,Medan
C002,CV Maju Terus,INV20200305613,B005,Monitor Samsung,3/5/2020,N15,9,Unit,443590,3992310,Distributor,Bandung
C003,UD Sentosa,INV20200305820,B003,Mouse Logitech,3/5/2020,N7,9,Pcs,1670358,15033222,Grosir,Surabaya
C003,UD Sentosa,INV20200306625,B001,Laptop Lenovo,3/6/2020,N7,13,Unit,1134066,14742858,Retail,Surabaya
C001,PT Sinar Jaya,INV20200306238,B004,Keyboard Mechanical,3/6/2020,N7,16,Unit,864549,13832784,Grosir,Jakarta
C001,PT Sinar Jaya,INV20200306648,B003,Mouse Logitech,3/6/2020,N15,12,Pcs,707724,8492688,Distributor,Jakarta
C004,PT Makmur Bersama,INV20200307868,B003,Mouse Logitech,3/7/2020,N15,9,Unit,1969808,17728272,Retail,Medan
C005,CV Berkah Abadi,INV20200307898,B005,Monitor Samsung,3/7/2020,N15,10,Pcs,1022867,10228670,Distributor,Semarang
C001,PT Sinar Jaya,INV20200307276,B005,Monitor Samsung,3/7/2020,N30,5,Unit,760970,3804850,Distributor,Jakarta
C003,UD Sentosa,INV20200307349,B003,Mouse Logitech,3/7/2020,N30,17,Unit,191274,3251658,Distributor,Surabaya
C003,UD Sentosa,INV20200308795,B002,Printer Epson,3/8/2020,N30,15,Pcs,588965,8834475,Retail,Surabaya
C003,UD Sentosa,INV20200308450,B003,Mouse Logitech,3/8/2020,N7,5,Unit,1038690,5193450,Grosir,Surabaya
C004,PT Makmur Bersama,INV20200308868,B005,Monitor Samsung,3/8/2020,N15,16,Pcs,707442,11319072,Retail,Medan
C003,UD Sentosa,INV20200309951,B004,Keyboard Mechanical,3/9/2020,N7,17,Unit,547500,9307500,Retail,Surabaya
C004,PT Makmur Bersama,INV20200309337,B005,Monitor Samsung,3/9/2020,N30,4,Pcs,733086,2932344,Retail,Medan
C004,PT Makmur Bersama,INV20200309880,B004,Keyboard Mechanical,3/9/2020,N15,18,Pcs,184638,3323484,Grosir,Medan
C002,CV Maju Terus,INV20200311327,B002,Printer Epson,3/11/2020,N15,14,Unit,1400446,19606244,Distributor,Bandung
C005,CV Berkah Abadi,INV20200312115,B005,Monitor Samsung,3/12/2020,N15,4,Unit,1857133,7428532,Distributor,Semarang
C004,PT Makmur Bersama,INV20200313716,B005,Monitor Samsung,3/13/2020,N30,1,Unit,1048748,1048748,Distributor,Medan
C003,UD Sentosa,INV20200314255,B001,Laptop Lenovo,3/14/2020,N15,9,Pcs,1824955,16424595,Retail,Surabaya
C003,UD Sentosa,INV20200314688,B003,Mouse Logitech,3/14/2020,N30,17,Unit,1073724,18253308,Distributor,Surabaya
C002,CV Maju Terus,INV20200314719,B005,Monitor Samsung,3/14/2020,N15,2,Unit,273435,546870,Retail,Bandung
C003,UD Sentosa,INV20200314778,B004,Keyboard Mechanical,3/14/2020,N15,8,Pcs,1600364,12802912,Grosir,Surabaya
C004,PT Makmur Bersama,INV20200315270,B003,Mouse Logitech,3/15/2020,N7,11,Unit,1030340,11333740,Retail,Medan
C005,CV Berkah Abadi,INV20200315902,B004,Keyboard Mechanical,3/15/2020,N30,15,Unit,1217060,18255900,Grosir,Semarang
C005,CV Berkah Abadi,INV20200316604,B002,Printer Epson,3/16/2020,N15,18,Pcs,1733184,31197312,Grosir,Semarang
C003,UD Sentosa,INV20200316151,B002,Printer Epson,3/16/2020,N15,12,Unit,296417,3557004,Distributor,Surabaya
C005,CV Berkah Abadi,INV20200317998,B004,Keyboard Mechanical,3/17/2020,N30,9,Unit,439844,3958596,Retail,Semarang
C001,PT Sinar Jaya,INV20200317145,B004,Keyboard Mechanical,3/17/2020,N30,6,Unit,265266,1591596,Grosir,Jakarta
C003,UD Sentosa,INV20200317783,B005,Monitor Samsung,3/17/2020,N30,2,Unit,1536112,3072224,Distributor,Surabaya
C005,CV Berkah Abadi,INV20200318144,B005,Monitor Samsung,3/18/2020,N15,20,Unit,1749369,34987380,Retail,Semarang
C003,UD Sentosa,INV20200318487,B001,Laptop Lenovo,3/18/2020,N7,18,Unit,133986,2411748,Distributor,Surabaya
C003,UD Sentosa,INV20200319191,B003,Mouse Logitech,3/19/2020,N30,5,Pcs,1228815,6144075,Distributor,Surabaya
C003,UD Sentosa,INV20200319928,B003,Mouse Logitech,3/19/2020,N7,17,Pcs,1849675,31444475,Retail,Surabaya
C003,UD Sentosa,INV20200320270,B003,Mouse Logitech,3/20/2020,N30,19,Unit,157629,2994951,Grosir,Surabaya
C002,CV Maju Terus,INV20200320102,B005,Monitor Samsung,3/20/2020,N15,12,Pcs,986842,11842104,Distributor,Bandung
C003,UD Sentosa,INV20200320742,B005,Monitor Samsung,3/20/2020,N15,15,Pcs,409574,6143610,Grosir,Surabaya
C005,CV Berkah Abadi,INV20200320654,B003,Mouse Logitech,3/20/2020,N30,1,Pcs,1616463,1616463,Grosir,Semarang
C005,CV Berkah Abadi,INV20200320659,B001,Laptop Lenovo,3/20/2020,N15,14,Pcs,1185106,16591484,Distributor,Semarang
C005,CV Berkah Abadi,INV20200320945,B005,Monitor Samsung,3/20/2020,N7,20,Pcs,626219,12524380,Retail,Semarang
C001,PT Sinar Jaya,INV20200320127,B003,Mouse Logitech,3/20/2020,N7,19,Pcs,936547,17794393,Retail,Jakarta
C001,PT Sinar Jaya,INV20200321884,B005,Monitor Samsung,3/21/2020,N15,3,Pcs,1226841,3680523,Retail,Jakarta
C002,CV Maju Terus,INV20200323540,B005,Monitor Samsung,3/23/2020,N30,18,Unit,290034,5220612,Distributor,Bandung
C005,CV Berkah Abadi,INV20200323575,B002,Printer Epson,3/23/2020,N7,6,Unit,156569,939414,Distributor,Semarang
C002,CV Maju Terus,INV20200323188,B002,Printer Epson,3/23/2020,N30,18,Unit,1159467,20870406,Distributor,Bandung
C001,PT Sinar Jaya,INV20200323237,B001,Laptop Lenovo,3/23/2020,N7,8,Pcs,1233882,9871056,Retail,Jakarta
C002,CV Maju Terus,INV20200325796,B001,Laptop Lenovo,3/25/2020,N7,8,Unit,385568,3084544,Grosir,Bandung
C003,UD Sentosa,INV20200326290,B003,Mouse Logitech,3/26/2020,N30,9,Pcs,981979,8837811,Grosir,Surabaya
C002,CV Maju Terus,INV20200326382,B002,Printer Epson,3/26/2020,N7,19,Unit,1380904,26237176,Retail,Bandung
C001,PT Sinar Jaya,INV20200327782,B003,Mouse Logitech,3/27/2020,N7,15,Unit,776085,11641275,Distributor,Jakarta
C001,PT Sinar Jaya,INV20200327699,B005,Monitor Samsung,3/27/2020,N30,8,Pcs,1529618,12236944,Grosir,Jakarta
C002,CV Maju Terus,INV20200327861,B002,Printer Epson,3/27/2020,N15,12,Pcs,1554857,18658284,Distributor,Bandung
C001,PT Sinar Jaya,INV20200328595,B002,Printer Epson,3/28/2020,N30,13,Unit,453781,5899153,Grosir,Jakarta
C003,UD Sentosa,INV20200328897,B005,Monitor Samsung,3/28/2020,N30,5,Pcs,1343643,6718215,Retail,Surabaya
C005,CV Berkah Abadi,INV20200328837,B001,Laptop Lenovo,3/28/2020,N7,9,Unit,1172725,10554525,Grosir,Semarang
C004,PT Makmur Bersama,INV20200329452,B003,Mouse Logitech,3/29/2020,N30,19,Unit,1220320,23186080,Grosir,Medan
C004,PT Makmur Bersama,INV20200329331,B003,Mouse Logitech,3/29/2020,N30,10,Pcs,737998,7379980,Distributor,Medan
C001,PT Sinar Jaya,INV20200329515,B005,Monitor Samsung,3/29/2020,N7,16,Unit,263584,4217344,Distributor,Jakarta
C003,UD Sentosa,INV20200329247,B003,Mouse Logitech,3/29/2020,N15,15,Unit,1765013,26475195,Distributor,Surabaya
C004,PT Makmur Bersama,INV20200330560,B004,Keyboard Mechanical,3/30/2020,N7,1,Pcs,1608874,1608874,Distributor,Medan
C002,CV Maju Terus,INV20200330349,B004,Keyboard Mechanical,3/30/2020,N30,2,Pcs,685156,1370312,Retail,Bandung
C003,UD Sentosa,INV20200330522,B001,Laptop Lenovo,3/30/2020,N7,5,Pcs,172666,863330,Distributor,Surabaya
C001,PT Sinar Jaya,INV20200330733,B004,Keyboard Mechanical,3/30/2020,N7,17,Pcs,485056,8245952,Retail,Jakarta
C001,PT Sinar Jaya,INV20200330786,B003,Mouse Logitech,3/30/2020,N15,3,Unit,1452749,4358247,Grosir,Jakarta
C001,PT Sinar Jaya,INV20200331150,B002,Printer Epson,3/31/2020,N30,20,Pcs,876746,17534920,Distributor,Jakarta
C003,UD Sentosa,INV20200331887,B003,Mouse Logitech,3/31/2020,N7,9,Unit,1616184,14545656,Retail,Surabaya
C003,UD Sentosa,INV20200401877,B004,Keyboard Mechanical,4/1/2020,N30,12,Pcs,1586006,19032072,Grosir,Surabaya
C002,CV Maju Terus,INV20200401587,B003,Mouse Logitech,4/1/2020,N7,13,Pcs,418298,5437874,Retail,Bandung
C004,PT Makmur Bersama,INV20200401671,B005,Monitor Samsung,4/1/2020,N15,5,Pcs,574020,2870100,Grosir,Medan
C004,PT Makmur Bersama,INV20200402629,B004,Keyboard Mechanical,4/2/2020,N30,5,Unit,628650,3143250,Distributor,Medan
C004,PT Makmur Bersama,INV20200402424,B003,Mouse Logitech,4/2/2020,N30,4,Pcs,405486,1621944,Distributor,Medan
C004,PT Makmur Bersama,INV20200402306,B001,Laptop Lenovo,4/2/2020,N15,17,Unit,1887061,32080037,Grosir,Medan
C002,CV Maju Terus,INV20200403874,B004,Keyboard Mechanical,4/3/2020,N15,8,Pcs,267438,2139504,Retail,Bandung
C001,PT Sinar Jaya,INV20200403994,B001,Laptop Lenovo,4/3/2020,N15,16,Unit,864251,13828016,Distributor,Jakarta
C005,CV Berkah Abadi,INV20200403544,B005,Monitor Samsung,4/3/2020,N15,15,Pcs,1526034,22890510,Retail,Semarang
C005,CV Berkah Abadi,INV20200403749,B003,Mouse Logitech,4/3/2020,N30,15,Pcs,1037006,15555090,Distributor,Semarang
C004,PT Makmur Bersama,INV20200404858,B002,Printer Epson,4/4/2020,N30,4,Pcs,1960394,7841576,Distributor,Medan
C005,CV Berkah Abadi,INV20200404795,B003,Mouse Logitech,4/4/2020,N7,17,Pcs,1772811,30137787,Grosir,Semarang
C002,CV Maju Terus,INV20200405371,B002,Printer Epson,4/5/2020,N15,7,Unit,221650,1551550,Distributor,Bandung
C003,UD Sentosa,INV20200405167,B002,Printer Epson,4/5/2020,N30,15,Unit,1246213,18693195,Distributor,Surabaya
C002,CV Maju Terus,INV20200405636,B001,Laptop Lenovo,4/5/2020,N7,5,Pcs,484340,2421700,Retail,Bandung
C003,UD Sentosa,INV20200405834,B005,Monitor Samsung,4/5/2020,N15,14,Unit,1204333,16860662,Distributor,Surabaya
C005,CV Berkah Abadi,INV20200405236,B001,Laptop Lenovo,4/5/2020,N15,16,Pcs,1012624,16201984,Grosir,Semarang
C004,PT Makmur Bersama,INV20200406340,B005,Monitor Samsung,4/6/2020,N15,4,Unit,814734,3258936,Grosir,Medan
C004,PT Makmur Bersama,INV20200406733,B003,Mouse Logitech,4/6/2020,N7,16,Pcs,320616,5129856,Distributor,Medan
C005,CV Berkah Abadi,INV20200406319,B002,Printer Epson,4/6/2020,N7,6,Pcs,268023,1608138,Retail,Semarang
C002,CV Maju Terus,INV20200406153,B004,Keyboard Mechanical,4/6/2020,N30,12,Unit,1786674,21440088,Distributor,Bandung
C004,PT Makmur Bersama,INV20200407180,B002,Printer Epson,4/7/2020,N30,13,Unit,961860,12504180,Distributor,Medan
C002,CV Maju Terus,INV20200407771,B004,Keyboard Mechanical,4/7/2020,N15,10,Unit,228659,2286590,Grosir,Bandung
C005,CV Berkah Abadi,INV20200407975,B003,Mouse Logitech,4/7/2020,N15,8,Unit,705755,5646040,Distributor,Semarang
C003,UD Sentosa,INV20200408428,B003,Mouse Logitech,4/8/2020,N30,16,Unit,1189250,19028000,Retail,Surabaya
C002,CV Maju Terus,INV20200408992,B001,Laptop Lenovo,4/8/2020,N15,20,Unit,1548294,30965880,Retail,Bandung
C004,PT Makmur Bersama,INV20200409147,B004,Keyboard Mechanical,4/9/2020,N7,2,Unit,1475870,2951740,Distributor,Medan
C004,PT Makmur Bersama,INV20200409258,B003,Mouse Logitech,4/9/2020,N7,18,Pcs,1165135,20972430,Grosir,Medan
C002,CV Maju Terus,INV20200409146,B004,Keyboard Mechanical,4/9/2020,N7,4,Unit,1792931,7171724,Grosir,Bandung
C002,CV Maju Terus,INV20200411139,B002,Printer Epson,4/11/2020,N30,9,Unit,1337652,12038868,Distributor,Bandung
C002,CV Maju Terus,INV20200411818,B004,Keyboard Mechanical,4/11/2020,N7,11,Pcs,564329,6207619,Retail,Bandung
C004,PT Makmur Bersama,INV20200411341,B004,Keyboard Mechanical,4/11/2020,N7,9,Pcs,306417,2757753,Distributor,Medan
C001,PT Sinar Jaya,INV20200411331,B005,Monitor Samsung,4/11/2020,N7,12,Unit,1568629,18823548,Grosir,Jakarta
C001,PT Sinar Jaya,INV20200412430,B001,Laptop Lenovo,4/12/2020,N30,4,Pcs,864344,3457376,Grosir,Jakarta
C005,CV Berkah Abadi,INV20200412246,B005,Monitor Samsung,4/12/2020,N7,13,Unit,1559199,20269587,Grosir,Semarang
C002,CV Maju Terus,INV20200412190,B004,Keyboard Mechanical,4/12/2020,N7,12,Pcs,866045,10392540,Distributor,Bandung
C001,PT Sinar Jaya,INV20200412288,B003,Mouse Logitech,4/12/2020,N15,11,Unit,1825619,20081809,Distributor,Jakarta
C003,UD Sentosa,INV20200413896,B003,Mouse Logitech,4/13/2020,N30,2,Unit,1064169,2128338,Retail,Surabaya
C004,PT Makmur Bersama,INV20200413230,B002,Printer Epson,4/13/2020,N30,11,Unit,482344,5305784,Retail,Medan
C004,PT Makmur Bersama,INV20200413640,B003,Mouse Logitech,4/13/2020,N30,9,Unit,1506421,13557789,Distributor,Medan
C002,CV Maju Terus,INV20200414659,B004,Keyboard Mechanical,4/14/2020,N7,9,Unit,1265117,11386053,Distributor,Bandung
C005,CV Berkah Abadi,INV20200414285,B002,Printer Epson,4/14/2020,N15,17,Pcs,1235019,20995323,Grosir,Semarang
C003,UD Sentosa,INV20200415757,B005,Monitor Samsung,4/15/2020,N30,2,Unit,893831,1787662,Retail,Surabaya
C002,CV Maju Terus,INV20200415504,B003,Mouse Logitech,4/15/2020,N15,5,Unit,1203770,6018850,Grosir,Bandung
C003,UD Sentosa,INV20200415676,B002,Printer Epson,4/15/2020,N30,12,Pcs,1490242,17882904,Grosir,Surabaya
C004,PT Makmur Bersama,INV20200415312,B002,Printer Epson,4/15/2020,N15,2,Pcs,966277,1932554,Grosir,Medan
C004,PT Makmur Bersama,INV20200415730,B001,Laptop Lenovo,4/15/2020,N7,10,Unit,1298017,12980170,Distributor,Medan
C001,PT Sinar Jaya,INV20200415335,B003,Mouse Logitech,4/15/2020,N15,18,Pcs,1206991,21725838,Retail,Jakarta
C003,UD Sentosa,INV20200417891,B005,Monitor Samsung,4/17/2020,N15,4,Pcs,833508,3334032,Grosir,Surabaya
C003,UD Sentosa,INV20200417485,B005,Monitor Samsung,4/17/2020,N30,4,Unit,181930,727720,Retail,Surabaya
C005,CV Berkah Abadi,INV20200417914,B005,Monitor Samsung,4/17/2020,N30,7,Unit,351276,2458932,Grosir,Semarang
C004,PT Makmur Bersama,INV20200417906,B005,Monitor Samsung,4/17/2020,N7,10,Pcs,1959487,19594870,Retail,Medan
C001,PT Sinar Jaya,INV20200418956,B002,Printer Epson,4/18/2020,N15,6,Pcs,1374234,8245404,Grosir,Jakarta
C002,CV Maju Terus,INV20200418347,B003,Mouse Logitech,4/18/2020,N15,16,Pcs,1600391,25606256,Grosir,Bandung
C001,PT Sinar Jaya,INV20200419458,B003,Mouse Logitech,4/19/2020,N7,14,Unit,222589,3116246,Grosir,Jakarta
C001,PT Sinar Jaya,INV20200419116,B003,Mouse Logitech,4/19/2020,N15,4,Pcs,1730479,6921916,Distributor,Jakarta
C001,PT Sinar Jaya,INV20200421189,B001,Laptop Lenovo,4/21/2020,N7,17,Unit,236343,4017831,Retail,Jakarta
C003,UD Sentosa,INV20200421376,B005,Monitor Samsung,4/21/2020,N15,15,Unit,1446561,21698415,Grosir,Surabaya
C004,PT Makmur Bersama,INV20200421872,B004,Keyboard Mechanical,4/21/2020,N7,14,Pcs,1367780,19148920,Retail,Medan
C002,CV Maju Terus,INV20200422584,B001,Laptop Lenovo,4/22/2020,N15,10,Pcs,564368,5643680,Distributor,Bandung
C001,PT Sinar Jaya,INV20200422587,B002,Printer Epson,4/22/2020,N15,19,Pcs,138348,2628612,Distributor,Jakarta
C004,PT Makmur Bersama,INV20200422463,B003,Mouse Logitech,4/22/2020,N30,18,Pcs,1301233,23422194,Retail,Medan
C004,PT Makmur Bersama,INV20200423385,B005,Monitor Samsung,4/23/2020,N30,3,Pcs,376155,1128465,Grosir,Medan
C005,CV Berkah Abadi,INV20200423710,B004,Keyboard Mechanical,4/23/2020,N15,18,Pcs,633671,11406078,Distributor,Semarang
C005,CV Berkah Abadi,INV20200424314,B005,Monitor Samsung,4/24/2020,N15,3,Unit,1059654,3178962,Grosir,Semarang
C003,UD Sentosa,INV20200424547,B004,Keyboard Mechanical,4/24/2020,N15,20,Unit,103365,2067300,Retail,Surabaya
C001,PT Sinar Jaya,INV20200425558,B003,Mouse Logitech,4/25/2020,N30,14,Pcs,1471603,20602442,Distributor,Jakarta
C003,UD Sentosa,INV20200425208,B005,Monitor Samsung,4/25/2020,N7,7,Unit,656498,4595486,Retail,Surabaya
C002,CV Maju Terus,INV20200425867,B005,Monitor Samsung,4/25/2020,N15,4,Unit,593695,2374780,Distributor,Bandung
C002,CV Maju Terus,INV20200426364,B002,Printer Epson,4/26/2020,N7,18,Unit,861861,15513498,Retail,Bandung
C004,PT Makmur Bersama,INV20200426600,B002,Printer Epson,4/26/2020,N30,4,Pcs,1232273,4929092,Distributor,Medan
C004,PT Makmur Bersama,INV20200426359,B004,Keyboard Mechanical,4/26/2020,N7,9,Pcs,406748,3660732,Distributor,Medan
C005,CV Berkah Abadi,INV20200426101,B002,Printer Epson,4/26/2020,N15,3,Unit,1802849,5408547,Retail,Semarang
C003,UD Sentosa,INV20200426568,B005,Monitor Samsung,4/26/2020,N15,20,Pcs,1254159,25083180,Retail,Surabaya
C005,CV Berkah Abadi,INV20200426445,B004,Keyboard Mechanical,4/26/2020,N30,6,Unit,1275609,7653654,Grosir,Semarang
C001,PT Sinar Jaya,INV20200427213,B005,Monitor Samsung,4/27/2020,N30,3,Unit,818526,2455578,Grosir,Jakarta
C005,CV Berkah Abadi,INV20200427255,B002,Printer Epson,4/27/2020,N15,12,Pcs,1500972,18011664,Grosir,Semarang
C001,PT Sinar Jaya,INV20200427554,B001,Laptop Lenovo,4/27/2020,N15,7,Unit,1498753,10491271,Grosir,Jakarta
C001,PT Sinar Jaya,INV20200427292,B002,Printer Epson,4/27/2020,N7,11,Unit,705476,7760236,Distributor,Jakarta
C004,PT Makmur Bersama,INV20200428821,B001,Laptop Lenovo,4/28/2020,N30,13,Pcs,1203953,15651389,Distributor,Medan
C003,UD Sentosa,INV20200428533,B005,Monitor Samsung,4/28/2020,N15,13,Unit,1032589,13423657,Retail,Surabaya
C003,UD Sentosa,INV20200429964,B001,Laptop Lenovo,4/29/2020,N15,11,Unit,233622,2569842,Grosir,Surabaya
C005,CV Berkah Abadi,INV20200429864,B001,Laptop Lenovo,4/29/2020,N30,9,Pcs,933480,8401320,Retail,Semarang
C003,UD Sentosa,INV20200430544,B002,Printer Epson,4/30/2020,N7,18,Unit,600557,10810026,Grosir,Surabaya
C002,CV Maju Terus,INV20200430902,B002,Printer Epson,4/30/2020,N30,2,Pcs,1312955,2625910,Grosir,Bandung
C002,CV Maju Terus,INV20200430685,B001,Laptop Lenovo,4/30/2020,N15,8,Unit,766583,6132664,Grosir,Bandung
C002,CV Maju Terus,INV20200430912,B004,Keyboard Mechanical,4/30/2020,N15,15,Unit,1209909,18148635,Retail,Bandung
C003,UD Sentosa,INV20200430360,B005,Monitor Samsung,4/30/2020,N15,7,Pcs,1703367,11923569,Retail,Surabaya
C001,PT Sinar Jaya,INV20200501174,B004,Keyboard Mechanical,5/1/2020,N15,14,Pcs,480446,6726244,Distributor,Jakarta
C005,CV Berkah Abadi,INV20200501518,B005,Monitor Samsung,5/1/2020,N15,16,Unit,144314,2309024,Retail,Semarang
C004,PT Makmur Bersama,INV20200502224,B004,Keyboard Mechanical,5/2/2020,N30,5,Unit,1083556,5417780,Distributor,Medan
C005,CV Berkah Abadi,INV20200502128,B001,Laptop Lenovo,5/2/2020,N30,14,Unit,1978479,27698706,Grosir,Semarang
C002,CV Maju Terus,INV20200503426,B003,Mouse Logitech,5/3/2020,N30,8,Pcs,1306367,10450936,Distributor,Bandung
C001,PT Sinar Jaya,INV20200504595,B005,Monitor Samsung,5/4/2020,N30,9,Pcs,1018177,9163593,Distributor,Jakarta
C002,CV Maju Terus,INV20200504654,B002,Printer Epson,5/4/2020,N30,15,Pcs,1628313,24424695,Retail,Bandung
C005,CV Berkah Abadi,INV20200505930,B002,Printer Epson,5/5/2020,N7,19,Unit,1124545,21366355,Distributor,Semarang
C002,CV Maju Terus,INV20200505648,B003,Mouse Logitech,5/5/2020,N7,19,Unit,1734159,32949021,Distributor,Bandung
C004,PT Makmur Bersama,INV20200505575,B003,Mouse Logitech,5/5/2020,N7,6,Pcs,1608062,9648372,Grosir,Medan
C002,CV Maju Terus,INV20200506272,B004,Keyboard Mechanical,5/6/2020,N15,17,Unit,418343,7111831,Grosir,Bandung
C002,CV Maju Terus,INV20200507579,B003,Mouse Logitech,5/7/2020,N30,18,Pcs,734077,13213386,Retail,Bandung
C001,PT Sinar Jaya,INV20200507672,B005,Monitor Samsung,5/7/2020,N7,17,Pcs,160949,2736133,Distributor,Jakarta
C004,PT Makmur Bersama,INV20200507622,B002,Printer Epson,5/7/2020,N30,13,Pcs,1085121,14106573,Distributor,Medan
C002,CV Maju Terus,INV20200508924,B001,Laptop Lenovo,5/8/2020,N15,16,Unit,1894982,30319712,Distributor,Bandung
C002,CV Maju Terus,INV20200508942,B004,Keyboard Mechanical,5/8/2020,N15,13,Pcs,1656601,21535813,Grosir,Bandung
C002,CV Maju Terus,INV20200510752,B002,Printer Epson,5/10/2020,N15,9,Unit,1497449,13477041,Grosir,Bandung
C002,CV Maju Terus,INV20200510205,B004,Keyboard Mechanical,5/10/2020,N7,7,Unit,1180981,8266867,Distributor,Bandung
C005,CV Berkah Abadi,INV20200510317,B004,Keyboard Mechanical,5/10/2020,N15,4,Pcs,770916,3083664,Grosir,Semarang
C003,UD Sentosa,INV20200511677,B001,Laptop Lenovo,5/11/2020,N7,4,Pcs,1059154,4236616,Grosir,Surabaya
C002,CV Maju Terus,INV20200511272,B003,Mouse Logitech,5/11/2020,N7,10,Unit,1793079,17930790,Distributor,Bandung
C005,CV Berkah Abadi,INV20200511329,B005,Monitor Samsung,5/11/2020,N15,15,Pcs,745668,11185020,Retail,Semarang
C004,PT Makmur Bersama,INV20200512351,B003,Mouse Logitech,5/12/2020,N15,7,Unit,1486899,10408293,Grosir,Medan
C002,CV Maju Terus,INV20200512457,B002,Printer Epson,5/12/2020,N7,1,Pcs,654858,654858,Retail,Bandung
C005,CV Berkah Abadi,INV20200513677,B003,Mouse Logitech,5/13/2020,N15,4,Unit,1429804,5719216,Grosir,Semarang
C003,UD Sentosa,INV20200513870,B002,Printer Epson,5/13/2020,N15,11,Unit,1368832,15057152,Grosir,Surabaya
C004,PT Makmur Bersama,INV20200514327,B001,Laptop Lenovo,5/14/2020,N15,5,Pcs,1100432,5502160,Distributor,Medan
C004,PT Makmur Bersama,INV20200514341,B005,Monitor Samsung,5/14/2020,N15,9,Unit,1423634,12812706,Distributor,Medan
C003,UD Sentosa,INV20200515458,B002,Printer Epson,5/15/2020,N30,4,Pcs,824685,3298740,Distributor,Surabaya
C003,UD Sentosa,INV20200515724,B004,Keyboard Mechanical,5/15/2020,N30,10,Unit,564444,5644440,Grosir,Surabaya
C004,PT Makmur Bersama,INV20200515272,B001,Laptop Lenovo,5/15/2020,N7,7,Unit,459328,3215296,Retail,Medan
C003,UD Sentosa,INV20200517377,B002,Printer Epson,5/17/2020,N15,9,Unit,1994297,17948673,Grosir,Surabaya
C002,CV Maju Terus,INV20200517161,B004,Keyboard Mechanical,5/17/2020,N15,8,Pcs,898661,7189288,Distributor,Bandung
C003,UD Sentosa,INV20200517112,B003,Mouse Logitech,5/17/2020,N30,13,Pcs,438502,5700526,Distributor,Surabaya
C005,CV Berkah Abadi,INV20200518527,B002,Printer Epson,5/18/2020,N7,16,Pcs,352880,5646080,Retail,Semarang
C004,PT Makmur Bersama,INV20200518579,B005,Monitor Samsung,5/18/2020,N15,7,Pcs,1095583,7669081,Distributor,Medan
C001,PT Sinar Jaya,INV20200518101,B002,Printer Epson,5/18/2020,N15,1,Pcs,1468354,1468354,Grosir,Jakarta
C002,CV Maju Terus,INV20200519480,B005,Monitor Samsung,5/19/2020,N30,2,Pcs,213218,426436,Grosir,Bandung
C005,CV Berkah Abadi,INV20200519628,B004,Keyboard Mechanical,5/19/2020,N30,13,Unit,1772215,23038795,Grosir,Semarang
C005,CV Berkah Abadi,INV20200519839,B004,Keyboard Mechanical,5/19/2020,N7,4,Unit,795838,3183352,Retail,Semarang
C005,CV Berkah Abadi,INV20200519727,B003,Mouse Logitech,5/19/2020,N7,17,Unit,1914950,32554150,Retail,Semarang
C004,PT Makmur Bersama,INV20200520519,B001,Laptop Lenovo,5/20/2020,N15,7,Pcs,133379,933653,Distributor,Medan
C004,PT Makmur Bersama,INV20200520949,B004,Keyboard Mechanical,5/20/2020,N7,20,Pcs,1498550,29971000,Distributor,Medan
C005,CV Berkah Abadi,INV20200521978,B004,Keyboard Mechanical,5/21/2020,N15,13,Pcs,664092,8633196,Grosir,Semarang
C001,PT Sinar Jaya,INV20200521122,B005,Monitor Samsung,5/21/2020,N7,2,Pcs,1832595,3665190,Grosir,Jakarta
C004,PT Makmur Bersama,INV20200521286,B002,Printer Epson,5/21/2020,N7,2,Pcs,1132829,2265658,Retail,Medan
C001,PT Sinar Jaya,INV20200521194,B004,Keyboard Mechanical,5/21/2020,N7,3,Unit,1188710,3566130,Retail,Jakarta
C004,PT Makmur Bersama,INV20200523256,B003,Mouse Logitech,5/23/2020,N7,5,Unit,1168302,5841510,Retail,Medan
C001,PT Sinar Jaya,INV20200523844,B002,Printer Epson,5/23/2020,N15,13,Unit,180291,2343783,Distributor,Jakarta
C004,PT Makmur Bersama,INV20200523260,B004,Keyboard Mechanical,5/23/2020,N15,14,Unit,1714042,23996588,Retail,Medan
C003,UD Sentosa,INV20200523100,B004,Keyboard Mechanical,5/23/2020,N15,9,Pcs,1170231,10532079,Grosir,Surabaya
